ISO_Code,Year,Carbon_stocks_in_forests,Forest_area,Index_of_carbon_stocks_in_forests,Index_of_forest_extent,Land_area,Share_of_forest_area
902.0,2005,174267.1681,2812937.4313,101.405323730078,99.2241514170439,7829892.096,35.9256219218784
902.0,2006,174453.6795,2812295.3416,101.51385392026,99.2015022088151,7829464.056,35.9193850496681
902.0,2007,174640.1912,2811653.252,101.622384285011,99.1788530041136,7829462.996,35.911188972174
902.0,2008,174826.703,2811011.1623,101.730914707951,99.1562037958849,7827877.116,35.9102617560815
902.0,2009,175013.2146,2810369.0727,101.839445014512,99.1335545911835,7827977.096,35.9016006081068
902.0,2010,175199.7262,2809726.983,101.947975321073,99.1109053829547,7828120.236,35.8927417859349
902.0,2011,175742.2122,2810427.743,102.263645616567,99.1356241397863,7828109.816,35.9017414044923
902.0,2012,176284.698,2811128.503,102.579315795682,99.160342896618,7828136.786,35.9105695243788
902.0,2013,176827.184,2811829.263,102.894986091176,99.1850616534497,7828287.436,35.9188300888036
902.0,2014,177369.6697,2812530.023,103.210656212101,99.2097804102814,7828362.576,35.9274368770627
902.0,2015,177912.1561,2813230.783,103.526326740354,99.234499167113,7828301.73,35.9366677477313
902.0,2016,178499.3508,2815147.1072,103.868012838173,99.3020959932881,7829317.27,35.9564826678687
902.0,2017,178766.9955,2813868.1584,104.023754150458,99.256982082124,7829247.215,35.9404688743118
902.0,2018,179157.622,2814384.65,104.25105804896,99.2752009163411,7829251.5579,35.9470458853782
902.0,2019,179415.5617,2814698.67,104.401152063033,99.286277724407,7829247.9586,35.9510732688982
902.0,2020,179693.1706,2815086.69,104.562691500908,99.2999648241642,7829248.8167,35.9560253596149
903.0,1992,43728.0089,819813.5767,100.0,100.0,2256798.27,36.3264004407448
903.0,1993,44301.2952,825080.0246,101.311027678646,100.642395789687,2269333.27,36.3578164347804
903.0,1994,44531.4111,825813.2124,101.837271397006,100.731829268326,2269337.27,36.3900608039633
903.0,1995,44761.5272,826546.4003,102.363515572739,100.821262759163,2269334.27,36.4224174123101
903.0,1996,44991.6431,827279.5882,102.889759291098,100.91069625,2269333.27,36.454741978026
903.0,1997,45221.7593,828012.776,103.416003695517,101.00012972864,2269324.27,36.4871951948939
903.0,1998,45451.8756,828745.9639,103.942248328622,101.089563219477,2269320.27,36.5195682097353
903.0,1999,45681.9914,829479.1517,104.468491818295,101.178996698116,2269317.27,36.5519252272733
903.0,2000,45978.7501,830966.3396,105.147138542592,101.360402317914,2273005.816,36.5580384243064
903.0,2001,46157.3148,831937.7579,105.555491688532,101.47889490301,2272952.816,36.6016290370719
903.0,2002,46335.8796,832909.1763,105.963845063158,101.597387500304,2272833.816,36.6462858145015
903.0,2003,46514.4444,833880.5946,106.372198437784,101.7158800854,2272882.016,36.6882481681794
903.0,2004,46693.0093,834852.013,106.780552041097,101.834372682694,2272856.016,36.7314078464705
903.0,2005,46871.5739,835823.4313,107.18890495835,101.95286526779,2272827.016,36.7746170481106
903.0,2006,47050.1386,836794.8496,107.59725810429,102.071357852886,2272761.016,36.8184267377455
903.0,2007,47228.7033,837766.268,108.00561125023,102.18985045018,2272756.016,36.8612496063018
903.0,2008,47407.2682,838737.6863,108.413964853543,102.308343035276,2271250.136,36.9284594860669
903.0,2009,47585.833,839709.1047,108.822318228169,102.42683563257,2271343.096,36.9697165601616
903.0,2010,47764.3976,840680.523,109.230671145422,102.545328217666,2271472.236,37.0103807423337
903.0,2011,48050.3814,841257.733,109.884677141108,102.615735687901,2271462.816,37.035945606252
903.0,2012,48336.3648,841834.943,110.538682222048,102.686143158136,2271477.786,37.0611127341221
903.0,2013,48622.3484,842412.153,111.192687760361,102.756550628372,2271616.836,37.0842538076699
903.0,2014,48908.3319,842989.363,111.846693069988,102.826958098607,2271691.576,37.1084425326935
903.0,2015,49194.3156,843566.573,112.500698836987,102.897365568842,2271629.23,37.1348705087758
903.0,2016,49471.1341,843739.5702,113.133745040013,102.918467585803,2271668.47,37.1418444787412
903.0,2017,49678.7296,843617.3584,113.608487671159,102.903560318654,2271596.315,37.1376442561274
903.0,2018,49863.1342,843772.18,114.030195872925,102.922445294995,2271599.6579,37.1444051360719
903.0,2019,49938.6639,843926.83,114.202922008644,102.941309339748,2271588.0586,37.1514028172925
903.0,2020,50018.053,844079.48,114.38447406646,102.959929426599,2271588.9167,37.1581087491049
904.0,1992,13879.3561,184645.1373,100.0,100.0,848651.7,21.7574697959127
904.0,1993,13872.3237,184480.5509,99.9493319434322,99.9108633986215,848651.7,21.7380759267907
904.0,1994,13865.2915,184315.9645,99.8986653278534,99.8217267972429,848651.7,21.7186820576687
904.0,1995,13858.2592,184151.3781,99.8479979917801,99.7325901958643,848651.7,21.6992881885466
904.0,1996,13851.2271,183986.7918,99.7973320966958,99.6434536486437,848651.7,21.679894331208
904.0,1997,13844.1949,183822.2054,99.7466654811169,99.5543170472652,848651.7,21.6605004620859
904.0,1998,13837.1627,183657.619,99.6959988655381,99.4651804458866,848651.7,21.6411065929639
904.0,1999,13830.1306,183493.0326,99.6453329704539,99.376043844508,848651.7,21.6217127238418
904.0,2000,13823.0982,183328.4463,99.594664913886,99.2869072972874,848632.8,21.6027999742645
904.0,2001,13821.6907,183097.1052,99.5845239535283,99.1616177265016,848632.8,21.5755395266363
904.0,2002,13820.2831,182865.7641,99.5743822726762,99.0363281557158,848632.8,21.548279079008
904.0,2003,13818.8755,182634.423,99.564240591824,98.9110385849301,848632.8,21.5210186313798
904.0,2004,13817.4682,182403.0819,99.5541010724554,98.7857490141443,848632.8,21.4937581837516
904.0,2005,13816.0606,182171.7408,99.5439593916032,98.6604594433585,848632.8,21.4664977361233
904.0,2006,13814.6531,181940.3997,99.5338184312456,98.5351698725727,848632.8,21.4392372884951
904.0,2007,13813.2456,181709.0586,99.5236774708878,98.4098803017869,848632.8,21.4119768408669
904.0,2008,13811.8379,181477.7175,99.5135350695412,98.2845907310011,848632.8,21.3847163932386
