ISO_Code,Year,"Climate related disasters frequency, Number of Disasters: Drought","Climate related disasters frequency, Number of Disasters: Extreme temperature","Climate related disasters frequency, Number of Disasters: Flood","Climate related disasters frequency, Number of Disasters: Landslide","Climate related disasters frequency, Number of Disasters: Storm","Climate related disasters frequency, Number of Disasters: TOTAL","Climate related disasters frequency, Number of Disasters: Wildfire"
376.0,F2015,,,,,1.0,1.0,
376.0,F2016,,,,,,1.0,1.0
376.0,F2017,,,,,,,
376.0,F2018,,,1.0,,,1.0,
376.0,F2019,,,,,,,
376.0,F2020,,,1.0,,,2.0,1.0
376.0,F2021,,,,,,,
376.0,F2022,,,,,,,
380.0,F1980,,,,,,,
380.0,F1981,,,,,,,
380.0,F1982,,,,1.0,,1.0,
380.0,F1983,,,,1.0,,2.0,1.0
380.0,F1984,,,,,,,
380.0,F1985,,,1.0,,,1.0,
380.0,F1986,,,1.0,,,1.0,
380.0,F1987,,,1.0,2.0,3.0,6.0,
380.0,F1988,,,,,,,
380.0,F1989,,,,,,,
380.0,F1990,,,,,1.0,3.0,2.0
380.0,F1991,,,,,,,
380.0,F1992,,,2.0,,,2.0,
380.0,F1993,,,,,1.0,1.0,
380.0,F1994,,,1.0,,1.0,3.0,1.0
380.0,F1995,,,,,,,
380.0,F1996,,,2.0,1.0,,3.0,
380.0,F1997,1.0,,,,1.0,2.0,
380.0,F1998,,1.0,,1.0,,2.0,
380.0,F1999,,,,1.0,,2.0,1.0
380.0,F2000,,,4.0,,,4.0,
380.0,F2001,,,2.0,,1.0,3.0,
380.0,F2002,1.0,,3.0,,,4.0,
380.0,F2003,,1.0,2.0,,,3.0,
380.0,F2004,,,,,1.0,1.0,
380.0,F2005,,1.0,,,,1.0,
380.0,F2006,,,,1.0,1.0,2.0,
380.0,F2007,,1.0,,,,2.0,1.0
380.0,F2008,,,3.0,,,3.0,
380.0,F2009,,1.0,1.0,,1.0,4.0,1.0
380.0,F2010,,1.0,1.0,,1.0,3.0,
380.0,F2011,,1.0,2.0,1.0,,4.0,
380.0,F2012,1.0,1.0,1.0,,,3.0,
380.0,F2013,,,1.0,,,1.0,
380.0,F2014,,,4.0,,1.0,5.0,
380.0,F2015,,,3.0,,1.0,4.0,
380.0,F2016,,,1.0,,,1.0,
380.0,F2017,1.0,,1.0,,2.0,4.0,
380.0,F2018,,2.0,1.0,,1.0,4.0,
380.0,F2019,,1.0,1.0,,3.0,5.0,
380.0,F2020,,,3.0,1.0,3.0,7.0,
380.0,F2021,,,1.0,,,2.0,1.0
380.0,F2022,1.0,,,1.0,1.0,3.0,
384.0,F1980,1.0,,,,,1.0,
384.0,F1981,,,,,,,
384.0,F1982,,,,,,,
384.0,F1983,,,,,,,
384.0,F1984,,,,,,,
384.0,F1985,,,,,,,
384.0,F1986,,,,,,,
384.0,F1987,,,,,,,
384.0,F1988,,,,,,,
384.0,F1989,,,1.0,,,1.0,
384.0,F1990,,,,,,,
384.0,F1991,,,,,,,
384.0,F1992,,,,,,,
384.0,F1993,,,,,,,
384.0,F1994,,,,,,,
384.0,F1995,,,,,,,
384.0,F1996,,,1.0,,,1.0,
384.0,F1997,,,,,,,
384.0,F1998,,,,,,,
384.0,F1999,,,,,,,
384.0,F2000,,,,,,,
384.0,F2001,,,,,,,
384.0,F2002,,,,,,,
384.0,F2003,,,,,,,
384.0,F2004,,,,,,,
384.0,F2005,,,,,,,
384.0,F2006,,,,,,,
384.0,F2007,,,1.0,,,1.0,
384.0,F2008,,,1.0,,,1.0,
384.0,F2009,,,,1.0,,1.0,
384.0,F2010,,,2.0,,,2.0,
384.0,F2011,,,,,,,
384.0,F2012,,,,,,,
384.0,F2013,,,,,,,
384.0,F2014,,,2.0,,,2.0,
384.0,F2015,,,1.0,,,1.0,
384.0,F2016,,,1.0,,,1.0,
384.0,F2017,,,1.0,,,1.0,
384.0,F2018,,,1.0,,,1.0,
384.0,F2019,,,1.0,,,1.0,
384.0,F2020,,,1.0,,,1.0,
384.0,F2021,,,,,,,
384.0,F2022,,,1.0,,,1.0,
388.0,F1980,,,,,1.0,1.0,
388.0,F1981,1.0,,,,,1.0,
388.0,F1982,,,,,,,
388.0,F1983,,,,,,,
388.0,F1984,,,,,,,
388.0,F1985,,,,,1.0,1.0,
388.0,F1986,,,1.0,,,1.0,
388.0,F1987,,,1.0,,,1.0,
388.0,F1988,,,1.0,,1.0,2.0,
388.0,F1989,,,,,,,
388.0,F1990,,,,,,,
388.0,F1991,,,1.0,,,1.0,
388.0,F1992,,,,,,,
388.0,F1993,,,1.0,,,1.0,
388.0,F1994,,,,,1.0,1.0,
388.0,F1995,,,,,,,
388.0,F1996,,,,,1.0,1.0,
388.0,F1997,,,,,,,
388.0,F1998,,,,,,,
388.0,F1999,,,,,,,
388.0,F2000,1.0,,,,,1.0,
388.0,F2001,,,,,1.0,1.0,
388.0,F2002,,,1.0,,2.0,3.0,
388.0,F2003,,,,,,,
388.0,F2004,,,,,2.0,2.0,
388.0,F2005,,,,,3.0,3.0,
388.0,F2006,,,1.0,,,1.0,
388.0,F2007,,,,,2.0,2.0,
388.0,F2008,,,,,2.0,2.0,
388.0,F2009,,,,,,,
388.0,F2010,,,,,1.0,1.0,
388.0,F2011,,,,,,,
388.0,F2012,,,,,1.0,1.0,
388.0,F2013,,,,,,,
388.0,F2014,1.0,,,,,1.0,
388.0,F2015,,,,,,,
388.0,F2016,,,,,1.0,1.0,
388.0,F2017,,,,,1.0,1.0,
388.0,F2018,,,,,,,
388.0,F2019,,,,,,,
388.0,F2020,,,,,,,
388.0,F2021,,,,,,,
388.0,F2022,,,,,,,
392.0,F1980,,,1.0,,1.0,2.0,
392.0,F1981,,,,1.0,4.0,5.0,
392.0,F1982,,,1.0,,4.0,5.0,
392.0,F1983,,,,2.0,2.0,4.0,
392.0,F1984,,,,1.0,,1.0,
392.0,F1985,,,,,2.0,2.0,
392.0,F1986,,,1.0,2.0,2.0,5.0,
392.0,F1987,,,,,1.0,1.0,
392.0,F1988,,,1.0,,,1.0,
392.0,F1989,,,1.0,1.0,2.0,4.0,
392.0,F1990,,,1.0,,2.0,3.0,
392.0,F1991,,,,,5.0,5.0,
392.0,F1992,,,,,2.0,2.0,
392.0,F1993,,,1.0,2.0,3.0,6.0,
392.0,F1994,,,,,3.0,3.0,
392.0,F1995,,,1.0,,1.0,2.0,
392.0,F1996,,,,1.0,1.0,2.0,
392.0,F1997,,,,1.0,2.0,3.0,
392.0,F1998,,,1.0,1.0,5.0,7.0,
392.0,F1999,,,2.0,,1.0,3.0,
392.0,F2000,,,1.0,,3.0,4.0,
392.0,F2001,,,1.0,,4.0,5.0,
392.0,F2002,,,,,5.0,6.0,1.0
392.0,F2003,,,1.0,,2.0,3.0,
392.0,F2004,,1.0,2.0,,8.0,11.0,
392.0,F2005,,,1.0,,3.0,4.0,
392.0,F2006,,,2.0,,3.0,5.0,
392.0,F2007,,1.0,1.0,,3.0,5.0,
392.0,F2008,,1.0,1.0,,,2.0,
392.0,F2009,,1.0,,2.0,2.0,5.0,
392.0,F2010,,1.0,1.0,,,2.0,
392.0,F2011,,1.0,1.0,,3.0,5.0,
392.0,F2012,,,1.0,,6.0,7.0,
392.0,F2013,,1.0,1.0,,7.0,9.0,
392.0,F2014,,1.0,,1.0,9.0,11.0,
392.0,F2015,,3.0,1.0,,6.0,10.0,
392.0,F2016,,2.0,1.0,,4.0,7.0,
392.0,F2017,,,1.0,,3.0,4.0,
392.0,F2018,,1.0,1.0,,3.0,5.0,
392.0,F2019,,2.0,3.0,,4.0,9.0,
392.0,F2020,,,1.0,,3.0,4.0,
392.0,F2021,,,2.0,1.0,1.0,4.0,
392.0,F2022,,1.0,1.0,,4.0,6.0,
398.0,F1980,,,,,,,
398.0,F1981,,,,,,,
398.0,F1982,,,,,,,
398.0,F1983,,,,,,,
398.0,F1984,,,,,,,
398.0,F1985,,,,,,,
398.0,F1986,,,,,,,
398.0,F1987,,,,,,,
398.0,F1988,,,,,,,
398.0,F1989,,,,,,,
398.0,F1990,,,,,,,
398.0,F1991,,,,,,,
398.0,F1992,,,,,,,
398.0,F1993,,,1.0,,,1.0,
398.0,F1994,,,,,,,
398.0,F1995,,,,,1.0,1.0,
398.0,F1996,,,,,,,
398.0,F1997,,1.0,,,,2.0,1.0
398.0,F1998,,,,,,,
398.0,F1999,,,,,,,
398.0,F2000,,,1.0,,,1.0,
398.0,F2001,,1.0,1.0,,,2.0,
398.0,F2002,,,,,,,
398.0,F2003,,,,,,,
398.0,F2004,,,,1.0,,1.0,
398.0,F2005,,,1.0,,,1.0,
398.0,F2006,,,,,,,
398.0,F2007,,,,,,,
398.0,F2008,,,1.0,,,1.0,
398.0,F2009,,,,,,,
398.0,F2010,,,2.0,,,2.0,
398.0,F2011,,,1.0,,,1.0,
398.0,F2012,,1.0,1.0,,,2.0,
398.0,F2013,,,,,,,
398.0,F2014,,,1.0,,,1.0,
398.0,F2015,,,1.0,,,1.0,
398.0,F2016,,,,,,,
398.0,F2017,,,1.0,,,1.0,
398.0,F2018,,,1.0,,,1.0,
398.0,F2019,,,,,,,
398.0,F2020,,,1.0,,,1.0,
398.0,F2021,1.0,,,,,1.0,
398.0,F2022,,,,,,,
400.0,F1980,,,,,,,
400.0,F1981,,,,,,,
400.0,F1982,,,,,,,
400.0,F1983,,,,,,,
400.0,F1984,,,,,,,
400.0,F1985,,,,,,,
400.0,F1986,,,,,,,
400.0,F1987,,,1.0,,,1.0,
400.0,F1988,,,,,,,
400.0,F1989,,,,,,,
400.0,F1990,,,,,,,
400.0,F1991,,,1.0,,1.0,2.0,
400.0,F1992,,1.0,,,,1.0,
400.0,F1993,,,,,,,
400.0,F1994,,,,,,,
400.0,F1995,,,,,,,
400.0,F1996,,,,,,,
400.0,F1997,,,1.0,,,1.0,
400.0,F1998,,,,,,,
400.0,F1999,1.0,,,,,1.0,
400.0,F2000,1.0,1.0,,,1.0,3.0,
400.0,F2001,,,,,,,
400.0,F2002,,,,,1.0,1.0,
400.0,F2003,,,,,,,
400.0,F2004,,,,,,,
400.0,F2005,,,,,,,
400.0,F2006,,,,,,,
400.0,F2007,,,,,,,
400.0,F2008,,,,,,,
400.0,F2009,,,,,,,
400.0,F2010,,,,,,,
400.0,F2011,,,,,,,
400.0,F2012,,,,,,,
400.0,F2013,,,,,,,
400.0,F2014,,,,,,,
400.0,F2015,,,,,,,
400.0,F2016,,,,,,,
400.0,F2017,,,,,,,
400.0,F2018,,,2.0,,,2.0,
400.0,F2019,,,,,,,
400.0,F2020,,,,,,,
400.0,F2021,,,,,,,
400.0,F2022,,,,,,,
404.0,F1980,,,,,,,
404.0,F1981,,,,,,,
404.0,F1982,,,1.0,,,1.0,
404.0,F1983,1.0,,,,,1.0,
404.0,F1984,,,,,,,
404.0,F1985,,,,,,,
404.0,F1986,,,,,,,
404.0,F1987,,,,,,,
404.0,F1988,,,,,1.0,1.0,
404.0,F1989,,,,,,,
404.0,F1990,,,1.0,,,1.0,
404.0,F1991,1.0,,,,,1.0,
404.0,F1992,,,,,,,
404.0,F1993,,,,,,,
404.0,F1994,1.0,,,,,1.0,
404.0,F1995,,,,,,,
404.0,F1996,1.0,,1.0,,,2.0,
404.0,F1997,,,1.0,,,1.0,
404.0,F1998,,,1.0,,,1.0,
404.0,F1999,1.0,,,,,1.0,
404.0,F2000,,,,,,,
404.0,F2001,,,1.0,,,1.0,
404.0,F2002,,,4.0,1.0,,5.0,
404.0,F2003,,,2.0,,,2.0,
404.0,F2004,1.0,,2.0,,,3.0,
404.0,F2005,1.0,,3.0,,,4.0,
404.0,F2006,,,4.0,,,4.0,
404.0,F2007,,,3.0,1.0,,4.0,
404.0,F2008,1.0,,6.0,1.0,,8.0,
404.0,F2009,,,2.0,,,2.0,
404.0,F2010,1.0,,2.0,1.0,,4.0,
404.0,F2011,1.0,,3.0,,,4.0,
404.0,F2012,,,1.0,,,1.0,
404.0,F2013,,,4.0,,,4.0,
404.0,F2014,1.0,,,,,1.0,
404.0,F2015,,,3.0,,,3.0,
404.0,F2016,1.0,,2.0,,,3.0,
404.0,F2017,,,1.0,,,1.0,
404.0,F2018,,,3.0,,,3.0,
404.0,F2019,1.0,,1.0,1.0,,3.0,
404.0,F2020,1.0,,1.0,,,2.0,
404.0,F2021,,,1.0,,,1.0,
404.0,F2022,,,,,,,
408.0,F1980,,,,,,,
408.0,F1981,,,,,,,
408.0,F1982,,,,,,,
408.0,F1983,,,,,,,
408.0,F1984,,,,,,,
408.0,F1985,,,,,,,
408.0,F1986,,,,,,,
408.0,F1987,,,2.0,,,2.0,
408.0,F1988,,,,,,,
408.0,F1989,,,,,,,
408.0,F1990,,,,,,,
408.0,F1991,,,,,,,
408.0,F1992,,,,,,,
408.0,F1993,,,,,1.0,1.0,
408.0,F1994,,,,,,,
408.0,F1995,,,2.0,,,2.0,
408.0,F1996,,,1.0,,,1.0,
408.0,F1997,,,1.0,,1.0,2.0,
408.0,F1998,,,1.0,,,1.0,
408.0,F1999,,,1.0,,,1.0,
408.0,F2000,,,,,1.0,1.0,
408.0,F2001,,,2.0,,,2.0,
408.0,F2002,,,1.0,,1.0,2.0,
408.0,F2003,,,,,,,
408.0,F2004,,,2.0,,,2.0,
408.0,F2005,,,1.0,,,1.0,
408.0,F2006,,,2.0,,,2.0,
408.0,F2007,,,1.0,,1.0,2.0,
408.0,F2008,,,,,,,
408.0,F2009,,,,,,,
408.0,F2010,,,2.0,,1.0,3.0,
408.0,F2011,,,2.0,,1.0,3.0,
