ID,ISO_Code,Year,Temperature_change,Drought,Extreme_temperature,Flood,Landslide,Storm,TOTAL,Wildfire
1724,104.0,1967,-0.058,,,,,,,
1725,104.0,1968,-0.17,,,,,,,
1726,104.0,1969,0.187,,,,,,,
1727,104.0,1970,-0.044,,,,,,,
1728,104.0,1971,-0.414,,,,,,,
1729,104.0,1972,-0.013,,,,,,,
1730,104.0,1973,0.263,,,,,,,
1731,104.0,1974,-0.252,,,,,,,
1732,104.0,1975,0.183,,,,,,,
1733,104.0,1976,-0.391,,,,,,,
1734,104.0,1977,-0.117,,,,,,,
1735,104.0,1978,0.076,,,,,,,
1736,104.0,1979,0.516,,,,,,,
1737,104.0,1980,0.298,,,,,,,
1738,104.0,1981,0.299,,,,,,1.0,1.0
1739,104.0,1982,0.08,,,,,1.0,1.0,
1740,104.0,1983,0.156,,,,,,,
1741,104.0,1984,0.086,,,,,,,
1742,104.0,1985,0.19,,,,,,,
1743,104.0,1986,0.091,,,,,,,
1744,104.0,1987,0.569,,,,,,,
1745,104.0,1988,0.408,,,,,,,
1746,104.0,1989,0.338,,,,,,,
1747,104.0,1990,0.215,,,,,,,
1748,104.0,1991,0.509,,,1.0,,,1.0,
1749,104.0,1992,0.101,,,1.0,,,1.0,
1750,104.0,1993,0.126,,,,,,,
1751,104.0,1994,0.494,,,,,1.0,1.0,
1752,104.0,1995,0.654,,,1.0,,,1.0,
1753,104.0,1996,0.439,,,,,,,
1754,104.0,1997,0.272,,,1.0,,,1.0,
1755,104.0,1998,1.192,,,,,,,
1756,104.0,1999,0.926,,,1.0,,,1.0,
1757,104.0,2000,0.223,,,,,,,
1758,104.0,2001,0.634,,,1.0,,,1.0,
1759,104.0,2002,0.676,,,1.0,,,1.0,
1760,104.0,2003,0.653,,,,,,,
1761,104.0,2004,0.6,,,,,1.0,1.0,
1762,104.0,2005,0.932,,,,1.0,,1.0,
1763,104.0,2006,0.855,,,1.0,,1.0,2.0,
1764,104.0,2007,0.507,,,4.0,,,4.0,
1765,104.0,2008,0.495,,,,,1.0,1.0,
1766,104.0,2009,0.918,,,,1.0,,1.0,
1767,104.0,2010,1.203,,,,1.0,1.0,2.0,
1768,104.0,2011,0.51,,,1.0,,,1.0,
1769,104.0,2012,0.915,,,1.0,,,1.0,
1770,104.0,2013,0.986,,,1.0,1.0,,2.0,
1771,104.0,2014,0.902,,,2.0,,,2.0,
1772,104.0,2015,1.245,,,3.0,2.0,1.0,6.0,
1773,104.0,2016,1.443,,,2.0,1.0,2.0,5.0,
1774,104.0,2017,1.328,,,1.0,,1.0,2.0,
1775,104.0,2018,1.064,,,3.0,1.0,,4.0,
1776,104.0,2019,1.726,,,2.0,1.0,,3.0,
1777,104.0,2020,1.669,,,1.0,1.0,,2.0,
1778,104.0,2021,1.656,,,1.0,,,1.0,
1779,104.0,2022,1.436,,,,,,,
1780,108.0,1961,0.022,,,,,,,
1781,108.0,1962,-0.502,,,,,,,
1782,108.0,1963,-0.007,,,,,,,
1783,108.0,1964,-0.18,,,,,,,
1784,108.0,1965,-0.265,,,,,,,
1785,108.0,1966,0.009,,,,,,,
1786,108.0,1967,-0.252,,,,,,,
1787,108.0,1968,-0.272,,,,,,,
1788,108.0,1969,0.156,,,,,,,
1789,108.0,1970,0.278,,,,,,,
1790,108.0,1971,-0.292,,,,,,,
1791,108.0,1972,0.147,,,,,,,
1792,108.0,1973,0.581,,,,,,,
1793,108.0,1974,0.179,,,,,,,
1794,108.0,1975,,,,,,,,
1795,108.0,1976,,,,,,,,
1796,108.0,1977,,,,,,,,
1797,108.0,1978,,,,,,,,
1798,108.0,1979,,,,,,,,
1799,108.0,1980,,,,,,,,
1800,108.0,1981,,,,,,,,
1801,108.0,1982,0.437,,,,,,,
1802,108.0,1983,0.636,,,,,,,
1803,108.0,1984,,,,,,,,
1804,108.0,1985,,,,,,,,
1805,108.0,1986,0.51,,,,,,,
1806,108.0,1987,0.614,,,,,,,
1807,108.0,1988,0.286,,,,,,,
1808,108.0,1989,0.02,,,1.0,,,1.0,
1809,108.0,1990,0.279,,,,,,,
1810,108.0,1991,-0.096,,,,,,,
1811,108.0,1992,0.004,,,,,,,
1812,108.0,1993,,,,,,,,
1813,108.0,1994,,,,,,,,
1814,108.0,1995,,,,,,,,
1815,108.0,1996,,,,,,,,
1816,108.0,1997,,,,,,,,
1817,108.0,1998,0.545,,,,,,,
1818,108.0,1999,,1.0,,,,1.0,2.0,
1819,108.0,2000,,,,1.0,,,1.0,
1820,108.0,2001,0.459,,,,,,,
1821,108.0,2002,0.887,,,2.0,,,2.0,
1822,108.0,2003,1.032,1.0,,,,,1.0,
1823,108.0,2004,1.122,,,1.0,,2.0,3.0,
1824,108.0,2005,,1.0,,1.0,,,2.0,
1825,108.0,2006,,,,6.0,,1.0,7.0,
1826,108.0,2007,1.242,,,2.0,,,2.0,
1827,108.0,2008,,1.0,,2.0,,,3.0,
1828,108.0,2009,,1.0,,1.0,,,2.0,
1829,108.0,2010,,1.0,,2.0,,1.0,4.0,
1830,108.0,2011,,,,1.0,,1.0,2.0,
1831,108.0,2012,,,,,,,,
1832,108.0,2013,,,,,,,,
1833,108.0,2014,,,,1.0,,,1.0,
1834,108.0,2015,,,,1.0,1.0,,2.0,
1835,108.0,2016,,,,,,,,
1836,108.0,2017,,,,,1.0,,1.0,
1837,108.0,2018,,,,3.0,,,3.0,
1838,108.0,2019,,,,2.0,1.0,,3.0,
1839,108.0,2020,,,,2.0,,1.0,3.0,
1840,108.0,2021,,,,1.0,,,1.0,
1841,108.0,2022,,,,,,,,
1842,112.0,1961,,,,,,,,
1843,112.0,1962,,,,,,,,
1844,112.0,1963,,,,,,,,
1845,112.0,1964,,,,,,,,
1846,112.0,1965,,,,,,,,
1847,112.0,1966,,,,,,,,
1848,112.0,1967,,,,,,,,
1849,112.0,1968,,,,,,,,
1850,112.0,1969,,,,,,,,
1851,112.0,1970,,,,,,,,
1852,112.0,1971,,,,,,,,
1853,112.0,1972,,,,,,,,
1854,112.0,1973,,,,,,,,
1855,112.0,1974,,,,,,,,
1856,112.0,1975,,,,,,,,
1857,112.0,1976,,,,,,,,
1858,112.0,1977,,,,,,,,
1859,112.0,1978,,,,,,,,
1860,112.0,1979,,,,,,,,
1861,112.0,1980,,,,,,,,
1862,112.0,1981,,,,,,,,
1863,112.0,1982,,,,,,,,
1864,112.0,1983,,,,,,,,
1865,112.0,1984,,,,,,,,
1866,112.0,1985,,,,,,,,
1867,112.0,1986,,,,,,,,
1868,112.0,1987,,,,,,,,
1869,112.0,1988,,,,,,,,
1870,112.0,1989,,,,,,,,
1871,112.0,1990,,,,,,,,
1872,112.0,1991,,,,,,,,
1873,112.0,1992,1.273,,,,,,,
1874,112.0,1993,0.024,,,1.0,,,1.0,
1875,112.0,1994,1.138,,,,,,,
1876,112.0,1995,1.5,,,,,,,
1877,112.0,1996,-0.274,,,1.0,,,1.0,
1878,112.0,1997,0.359,,,,,1.0,1.0,
1879,112.0,1998,0.706,,,,,,,
1880,112.0,1999,1.506,,,1.0,,,1.0,
1881,112.0,2000,1.941,,1.0,,,,1.0,
1882,112.0,2001,1.979,,,,,,,
1883,112.0,2002,1.892,,,,,,,
1884,112.0,2003,0.084,,,,,,,
1885,112.0,2004,0.931,,,,,,,
1886,112.0,2005,1.276,,1.0,,,,1.0,
1887,112.0,2006,0.647,,,,,,,
1888,112.0,2007,2.362,,,,,1.0,1.0,
1889,112.0,2008,2.254,,,,,,,
1890,112.0,2009,1.603,,,,,,,
1891,112.0,2010,1.461,,,,,,,
1892,112.0,2011,1.017,,,,,,,
1893,112.0,2012,1.561,,1.0,,,,1.0,
1894,112.0,2013,1.212,,1.0,,,,1.0,
1895,112.0,2014,2.18,,1.0,,,,1.0,
1896,112.0,2015,2.247,,,,,,,
1897,112.0,2016,2.201,,,,,,,
1898,112.0,2017,1.592,,1.0,,,,1.0,
1899,112.0,2018,2.342,,,1.0,,,1.0,
1900,112.0,2019,2.689,,,,,,,
1901,112.0,2020,3.51,,,,,,,
1902,112.0,2021,1.728,,,,,,,
1903,112.0,2022,1.922,,,,,,,
1904,116.0,1961,-0.035,,,,,,,
1905,116.0,1962,-0.134,,,,,,,
1906,116.0,1963,-0.309,,,,,,,
1907,116.0,1964,0.156,,,,,,,
1908,116.0,1965,-0.196,,,,,,,
1909,116.0,1966,0.433,,,,,,,
1910,116.0,1967,-0.089,,,,,,,
1911,116.0,1968,-0.124,,,,,,,
1912,116.0,1969,0.478,,,,,,,
1913,116.0,1970,0.069,,,,,,,
1914,116.0,1971,-0.468,,,,,,,
1915,116.0,1972,0.007,,,,,,,
1916,116.0,1973,0.36,,,,,,,
1917,116.0,1974,-0.343,,,,,,,
1918,116.0,1975,-0.019,,,,,,,
1919,116.0,1976,-0.485,,,,,,,
1920,116.0,1977,0.104,,,,,,,
1921,116.0,1978,0.29,,,,,,,
1922,116.0,1979,0.479,,,,,,,
1923,116.0,1980,0.417,,,,,,,
1924,116.0,1981,0.389,,,,,,,
1925,116.0,1982,0.15,,,,,,,
1926,116.0,1983,0.537,,,,,,,
1927,116.0,1984,0.194,,,,,,,
1928,116.0,1985,0.348,,,,,,,
1929,116.0,1986,0.128,,,,,,,
1930,116.0,1987,0.694,1.0,,,,,1.0,
1931,116.0,1988,0.415,,,,,,,
1932,116.0,1989,0.324,,,,,,,
1933,116.0,1990,0.674,,,,,,,
1934,116.0,1991,0.597,,,1.0,,,1.0,
1935,116.0,1992,0.556,,,,,,,
1936,116.0,1993,0.425,,,,,,,
1937,116.0,1994,0.496,1.0,,1.0,,,2.0,
1938,116.0,1995,0.738,,,,,,,
1939,116.0,1996,0.357,,,1.0,,,1.0,
1940,116.0,1997,0.393,,,,,1.0,1.0,
1941,116.0,1998,1.414,,,,,,,
1942,116.0,1999,0.409,,,2.0,,,2.0,
1943,116.0,2000,0.296,,,1.0,,,1.0,
1944,116.0,2001,0.571,1.0,,1.0,,,2.0,
1945,116.0,2002,0.836,1.0,,1.0,,,2.0,
1946,116.0,2003,0.711,,,,,,,
1947,116.0,2004,0.594,,,1.0,,,1.0,
1948,116.0,2005,0.781,1.0,,1.0,,,2.0,
1949,116.0,2006,0.767,,,2.0,,,2.0,
1950,116.0,2007,0.604,,,1.0,,,1.0,
1951,116.0,2008,0.43,,,,,,,
1952,116.0,2009,0.453,,,,,2.0,2.0,
1953,116.0,2010,1.225,,,1.0,,,1.0,
1954,116.0,2011,0.424,,,1.0,,,1.0,
1955,116.0,2012,0.875,,,1.0,,,1.0,
1956,116.0,2013,1.005,,,1.0,,,1.0,
1957,116.0,2014,0.614,,,1.0,,,1.0,
1958,116.0,2015,1.081,,,1.0,,1.0,2.0,
1959,116.0,2016,1.473,1.0,,,,,1.0,
1960,116.0,2017,1.095,,,,,,,
1961,116.0,2018,0.787,,,1.0,,,1.0,
1962,116.0,2019,1.552,,,1.0,,,1.0,
1963,116.0,2020,1.401,,,,,2.0,2.0,
1964,116.0,2021,0.912,,,3.0,,1.0,4.0,
1965,116.0,2022,0.948,,,1.0,,1.0,2.0,
1966,120.0,1961,-0.117,,,,,,,
1967,120.0,1962,-0.218,,,,,,,
1968,120.0,1963,0.126,,,,,,,
1969,120.0,1964,-0.157,,,,,,,
1970,120.0,1965,-0.11,,,,,,,
1971,120.0,1966,-0.01,,,,,,,
1972,120.0,1967,-0.107,,,,,,,
1973,120.0,1968,-0.122,,,,,,,
1974,120.0,1969,0.225,,,,,,,
1975,120.0,1970,0.175,,,,,,,
1976,120.0,1971,-0.132,,,,,,,
1977,120.0,1972,0.055,,,,,,,
1978,120.0,1973,0.566,,,,,,,
1979,120.0,1974,-0.076,,,,,,,
1980,120.0,1975,-0.207,,,,,,,
1981,120.0,1976,-0.163,,,,,,,
1982,120.0,1977,0.304,,,,,,,
1983,120.0,1978,0.056,,,,,,,
1984,120.0,1979,0.4,,,,,,,
1985,120.0,1980,0.35,,,,,,,
1986,120.0,1981,0.045,,,,,,,
1987,120.0,1982,0.061,,,,,,,
1988,120.0,1983,0.164,,,,,,,
1989,120.0,1984,0.196,,,,,,,
1990,120.0,1985,0.025,,,,,,,
1991,120.0,1986,0.084,,,,,,,
1992,120.0,1987,0.487,,,,,,,
1993,120.0,1988,0.29,,,1.0,,,1.0,
1994,120.0,1989,-0.384,,,,,,,
1995,120.0,1990,0.651,1.0,,,,,1.0,
1996,120.0,1991,0.563,,,1.0,,,1.0,
1997,120.0,1992,-0.205,,,,,,,
1998,120.0,1993,0.247,,,,,,,
1999,120.0,1994,0.305,,,1.0,,,1.0,
2000,120.0,1995,0.28,,,,,,,
2001,120.0,1996,0.335,,,,,,,
2002,120.0,1997,0.547,,,,,,,
2003,120.0,1998,1.082,,,,,,,
2004,120.0,1999,0.604,,,1.0,,,1.0,
2005,120.0,2000,0.319,,,1.0,,,1.0,
2006,120.0,2001,0.198,1.0,,1.0,,,2.0,
2007,120.0,2002,0.77,,,,,,,
2008,120.0,2003,0.707,,,,1.0,,1.0,
2009,120.0,2004,0.779,,,,,,,
2010,120.0,2005,1.004,1.0,,1.0,,,2.0,
2011,120.0,2006,0.983,,,,,,,
2012,120.0,2007,0.626,,,1.0,,,1.0,
2013,120.0,2008,0.653,,,1.0,,,1.0,
2014,120.0,2009,1.047,,,,,,,
2015,120.0,2010,1.181,,,1.0,,,1.0,
2016,120.0,2011,0.655,,,,,,,
2017,120.0,2012,0.416,1.0,,2.0,,,3.0,
2018,120.0,2013,0.707,,,1.0,,,1.0,
2019,120.0,2014,0.882,,,1.0,,,1.0,
2020,120.0,2015,1.16,,,1.0,,,1.0,
2021,120.0,2016,1.213,,,,,,,
2022,120.0,2017,1.165,,,1.0,,,1.0,
2023,120.0,2018,1.156,,,,,,,
2024,120.0,2019,1.45,,,,1.0,,1.0,
2025,120.0,2020,1.281,,,1.0,,,1.0,
2026,120.0,2021,1.47,,,,,,,
2027,120.0,2022,1.044,1.0,,1.0,2.0,,4.0,
2028,124.0,1961,0.057,,,,,,,
2029,124.0,1962,-0.118,,,,,,,
2030,124.0,1963,0.335,,,,,,,
2031,124.0,1964,-0.299,,,,,,,
2032,124.0,1965,-0.867,,,,,,,
2033,124.0,1966,-0.152,,,,,,,
2034,124.0,1967,-0.452,,,,,,,
2035,124.0,1968,0.476,,,,,,,
2036,124.0,1969,-0.003,,,,,,,
2037,124.0,1970,0.426,,,,,,,
2038,124.0,1971,-0.023,,,,,,,
2039,124.0,1972,-1.796,,,,,,,
2040,124.0,1973,0.306,,,,,,,
2041,124.0,1974,-0.846,,,,,,,
2042,124.0,1975,0.225,,,,,,,
2043,124.0,1976,0.083,,,,,,,
2044,124.0,1977,1.079,,,,,,,
2045,124.0,1978,-0.605,,,,,,,
2046,124.0,1979,-0.214,,,,,,,
2047,124.0,1980,0.917,,,,,,1.0,1.0
2048,124.0,1981,1.562,,,,,1.0,1.0,
2049,124.0,1982,-0.673,,1.0,,,,1.0,
2050,124.0,1983,0.488,,,1.0,,,1.0,
2051,124.0,1984,0.337,1.0,,,,,1.0,
2052,124.0,1985,-0.311,,,,,1.0,2.0,1.0
2053,124.0,1986,0.011,,,1.0,,1.0,4.0,2.0
2054,124.0,1987,1.34,,,2.0,,1.0,3.0,
2055,124.0,1988,1.204,1.0,,1.0,,,2.0,
2056,124.0,1989,0.017,,,,,1.0,2.0,1.0
2057,124.0,1990,0.078,,,1.0,,,1.0,
2058,124.0,1991,0.336,,,,,1.0,1.0,
2059,124.0,1992,0.1,,1.0,,,,2.0,1.0
2060,124.0,1993,0.342,,,1.0,,,1.0,
2061,124.0,1994,0.467,,,,,2.0,3.0,1.0
2062,124.0,1995,0.938,,,1.0,,1.0,4.0,2.0
2063,124.0,1996,-0.125,,,1.0,,1.0,2.0,
2064,124.0,1997,0.426,,,1.0,,1.0,3.0,1.0
2065,124.0,1998,2.47,,,1.0,,1.0,3.0,1.0
2066,124.0,1999,1.694,,,,,2.0,3.0,1.0
2067,124.0,2000,1.291,,,,,1.0,1.0,
2068,124.0,2001,1.421,,,,,1.0,2.0,1.0
2069,124.0,2002,0.54,,,1.0,,,2.0,1.0
2070,124.0,2003,1.24,,,4.0,,2.0,7.0,1.0
2071,124.0,2004,0.485,,,2.0,,2.0,4.0,
2072,124.0,2005,1.282,,,2.0,,1.0,5.0,2.0
2073,124.0,2006,2.343,,,5.0,,,5.0,
2074,124.0,2007,1.333,,,1.0,,2.0,3.0,
2075,124.0,2008,0.851,,,2.0,,,2.0,
2076,124.0,2009,0.539,,,1.0,,2.0,3.0,
2077,124.0,2010,2.915,,,,,1.0,1.0,
2078,124.0,2011,1.438,,,1.0,,2.0,4.0,1.0
2079,124.0,2012,2.144,,,1.0,,2.0,3.0,
2080,124.0,2013,1.182,,1.0,1.0,,1.0,3.0,
2081,124.0,2014,0.288,,1.0,1.0,,,2.0,
2082,124.0,2015,1.231,,,,,,1.0,1.0
2083,124.0,2016,2.373,,,1.0,,,2.0,1.0
2084,124.0,2017,1.48,,,2.0,,,3.0,1.0
2085,124.0,2018,0.477,,1.0,1.0,,1.0,4.0,1.0
2086,124.0,2019,1.311,,,1.0,,1.0,2.0,
2087,124.0,2020,1.128,,,1.0,,1.0,2.0,
2088,124.0,2021,2.515,,1.0,1.0,,1.0,4.0,1.0
2089,124.0,2022,1.268,,,2.0,,4.0,6.0,
2090,132.0,1961,-0.12,,,,,,,
2091,132.0,1962,0.219,,,,,,,
2092,132.0,1963,0.47,,,,,,,
2093,132.0,1964,0.011,,,,,,,
2094,132.0,1965,-0.322,,,,,,,
2095,132.0,1966,0.261,,,,,,,
2096,132.0,1967,-0.081,,,,,,,
2097,132.0,1968,-0.388,,,,,,,
2098,132.0,1969,0.939,,,,,,,
2099,132.0,1970,0.806,,,,,,,
2100,132.0,1971,-0.153,,,,,,,
2101,132.0,1972,0.104,,,,,,,
2102,132.0,1973,0.377,,,,,,,
2103,132.0,1974,-0.568,,,,,,,
2104,132.0,1975,,,,,,,,
2105,132.0,1976,-0.341,,,,,,,
2106,132.0,1977,,,,,,,,
2107,132.0,1978,0.281,,,,,,,
2108,132.0,1979,0.641,,,,,,,
2109,132.0,1980,0.618,1.0,,,,,1.0,
2110,132.0,1981,0.27,,,,,,,
2111,132.0,1982,0.514,,,,,1.0,1.0,
2112,132.0,1983,0.51,,,,,,,
2113,132.0,1984,,,,,,1.0,1.0,
2114,132.0,1985,0.103,,,,,,,
2115,132.0,1986,-0.028,,,,,,,
2116,132.0,1987,1.006,,,,,,,
2117,132.0,1988,0.815,,,,,,,
2118,132.0,1989,0.95,,,,,,,
2119,132.0,1990,1.313,,,,,,,
2120,132.0,1991,0.68,,,,,,,
2121,132.0,1992,0.888,1.0,,,,,1.0,
2122,132.0,1993,0.508,,,,,,,
2123,132.0,1994,0.442,,,,,,,
2124,132.0,1995,1.475,,,,,,,
2125,132.0,1996,1.598,,,,,,,
2126,132.0,1997,1.654,,,,,,,
2127,132.0,1998,1.78,1.0,,,,,1.0,
2128,132.0,1999,0.794,,,,,,,
2129,132.0,2000,1.039,,,,,,,
2130,132.0,2001,1.329,,,,,,,
2131,132.0,2002,1.478,1.0,,,,,1.0,
2132,132.0,2003,1.569,,,,,,,
2133,132.0,2004,1.604,,,,,,,
2134,132.0,2005,1.171,,,,,,,
2135,132.0,2006,1.356,,,,,,,
2136,132.0,2007,0.821,,,,,,,
2137,132.0,2008,1.302,,,,,,,
2138,132.0,2009,0.772,,,1.0,,,1.0,
2139,132.0,2010,,,,,,,,
2140,132.0,2011,1.372,,,,,,,
2141,132.0,2012,1.338,,,,,,,
2142,132.0,2013,1.331,,,,,,,
2143,132.0,2014,1.083,,,,,,,
2144,132.0,2015,1.071,,,,,1.0,1.0,
2145,132.0,2016,1.692,,,,,,,
2146,132.0,2017,2.0,1.0,,,,,1.0,
2147,132.0,2018,0.926,,,,,,,
2148,132.0,2019,1.622,,,,,,,
2149,132.0,2020,,,,1.0,,,1.0,
2150,132.0,2021,1.765,,,,,,,
2151,132.0,2022,1.853,1.0,,,,,1.0,
2152,136.0,1961,,,,,,,,
2153,136.0,1962,-0.153,,,,,,,
2154,136.0,1963,-0.303,,,,,,,
2155,136.0,1964,,,,,,,,
2156,136.0,1965,,,,,,,,
2157,136.0,1966,-0.122,,,,,,,
2158,136.0,1967,-0.19,,,,,,,
2159,136.0,1968,-0.341,,,,,,,
2160,136.0,1969,0.157,,,,,,,
2161,136.0,1970,-0.185,,,,,,,
2162,136.0,1971,-0.194,,,,,,,
2163,136.0,1972,0.197,,,,,,,
2164,136.0,1973,0.357,,,,,,,
2165,136.0,1974,0.433,,,,,,,
2166,136.0,1975,1.023,,,,,,,
2167,136.0,1976,-0.077,,,,,,,
2168,136.0,1977,0.255,,,,,,,
2169,136.0,1978,0.204,,,,,,,
2170,136.0,1979,0.332,,,,,,,
2171,136.0,1980,0.614,,,,,,,
2172,136.0,1981,0.012,,,,,,,
2173,136.0,1982,0.57,,,,,,,
2174,136.0,1983,0.384,,,,,,,
2175,136.0,1984,0.26,,,,,,,
2176,136.0,1985,0.165,,,,,,,
2177,136.0,1986,0.225,,,,,,,
2178,136.0,1987,0.551,,,,,,,
2179,136.0,1988,0.788,,,,,,,
2180,136.0,1989,0.785,,,,,,,
2181,136.0,1990,0.77,,,,,,,
2182,136.0,1991,0.842,,,,,,,
2183,136.0,1992,0.549,,,,,,,
2184,136.0,1993,1.055,,,,,,,
2185,136.0,1994,1.326,,,,,,,
2186,136.0,1995,1.355,,,,,,,
2187,136.0,1996,0.78,,,,,,,
2188,136.0,1997,1.334,,,,,,,
2189,136.0,1998,1.265,,,,,,,
2190,136.0,1999,0.792,,,,,,,
2191,136.0,2000,,,,,,,,
2192,136.0,2001,,,,,,1.0,1.0,
2193,136.0,2002,,,,,,2.0,2.0,
2194,136.0,2003,,,,,,,,
2195,136.0,2004,,,,,,2.0,2.0,
2196,136.0,2005,0.987,,,,,,,
2197,136.0,2006,0.925,,,,,,,
2198,136.0,2007,1.077,,,,,,,
2199,136.0,2008,0.884,,,,,2.0,2.0,
2200,136.0,2009,0.787,,,,,,,
2201,136.0,2010,0.989,,,,,,,
2202,136.0,2011,0.675,,,,,,,
2203,136.0,2012,0.743,,,,,,,
2204,136.0,2013,0.899,,,,,,,
2205,136.0,2014,1.106,,,,,,,
2206,136.0,2015,1.347,,,,,,,
2207,136.0,2016,1.284,,,,,,,
2208,136.0,2017,1.257,,,,,,,
2209,136.0,2018,0.865,,,,,,,
2210,136.0,2019,1.237,,,,,,,
2211,136.0,2020,1.278,,,,,,,
2212,136.0,2021,0.957,,,,,,,
2213,136.0,2022,0.974,,,,,,,
2214,140.0,1961,-0.003,,,,,,,
2215,140.0,1962,-0.306,,,,,,,
2216,140.0,1963,0.037,,,,,,,
2217,140.0,1964,-0.136,,,,,,,
2218,140.0,1965,-0.05,,,,,,,
2219,140.0,1966,0.064,,,,,,,
2220,140.0,1967,-0.229,,,,,,,
2221,140.0,1968,-0.168,,,,,,,
2222,140.0,1969,0.143,,,,,,,
2223,140.0,1970,0.245,,,,,,,
2224,140.0,1971,-0.055,,,,,,,
2225,140.0,1972,0.064,,,,,,,
2226,140.0,1973,0.545,,,,,,,
2227,140.0,1974,-0.058,,,,,,,
2228,140.0,1975,-0.049,,,,,,,
2229,140.0,1976,-0.117,,,,,,,
2230,140.0,1977,0.203,,,,,,,
2231,140.0,1978,0.044,,,,,,,
2232,140.0,1979,0.38,,,,,,,
2233,140.0,1980,0.439,,,,,,,
2234,140.0,1981,0.003,,,,,1.0,1.0,
2235,140.0,1982,0.229,,,,,,,
2236,140.0,1983,0.425,1.0,,,,,1.0,
2237,140.0,1984,0.125,,,,,,,
2238,140.0,1985,0.156,,,,,,,
2239,140.0,1986,0.478,,,,,,,
2240,140.0,1987,0.504,,,,,,,
2241,140.0,1988,0.265,,,,,,,
2242,140.0,1989,-0.148,,,,,,,
2243,140.0,1990,0.347,,,,,,,
2244,140.0,1991,0.612,,,,,,,
2245,140.0,1992,-0.457,,,,,,,
2246,140.0,1993,0.329,,,,,,,
2247,140.0,1994,0.562,,,,,,,
2248,140.0,1995,0.187,,,1.0,,,2.0,1.0
2249,140.0,1996,0.047,,,1.0,,,1.0,
2250,140.0,1997,0.458,,,,,,,
2251,140.0,1998,1.195,,,1.0,,,1.0,
2252,140.0,1999,0.502,,,2.0,,,2.0,
2253,140.0,2000,0.683,,,,,,,
2254,140.0,2001,0.4,,,,,1.0,1.0,
2255,140.0,2002,0.745,,,,,,1.0,1.0
2256,140.0,2003,0.845,,,1.0,,,1.0,
2257,140.0,2004,0.957,,,1.0,,,1.0,
2258,140.0,2005,0.983,,,1.0,,,1.0,
2259,140.0,2006,0.967,,,,,,,
2260,140.0,2007,0.537,,,1.0,,,1.0,
2261,140.0,2008,0.682,,,1.0,,,1.0,
2262,140.0,2009,1.119,,,1.0,,2.0,3.0,
2263,140.0,2010,1.162,,,1.0,,,1.0,
2264,140.0,2011,0.763,,,1.0,,1.0,2.0,
2265,140.0,2012,0.491,,,,,2.0,2.0,
2266,140.0,2013,0.865,,,1.0,,1.0,2.0,
2267,140.0,2014,0.697,,,,,,,
2268,140.0,2015,0.983,,,,,1.0,1.0,
2269,140.0,2016,1.222,,,,,,,
2270,140.0,2017,1.224,,,1.0,,1.0,2.0,
2271,140.0,2018,1.145,,,,,,,
2272,140.0,2019,1.264,,,1.0,,,1.0,
2273,140.0,2020,1.14,,,,,,,
2274,140.0,2021,1.268,,,1.0,,,1.0,
2275,140.0,2022,1.032,1.0,,1.0,,,3.0,1.0
2276,144.0,1961,-0.105,,,,,,,
2277,144.0,1962,-0.092,,,,,,,
2278,144.0,1963,-0.029,,,,,,,
2279,144.0,1964,0.07,,,,,,,
2280,144.0,1965,-0.145,,,,,,,
2281,144.0,1966,0.213,,,,,,,
2282,144.0,1967,-0.082,,,,,,,
2283,144.0,1968,-0.066,,,,,,,
2284,144.0,1969,0.229,,,,,,,
2285,144.0,1970,0.125,,,,,,,
2286,144.0,1971,-0.334,,,,,,,
2287,144.0,1972,-0.103,,,,,,,
2288,144.0,1973,0.413,,,,,,,
2289,144.0,1974,-0.245,,,,,,,
2290,144.0,1975,-0.183,,,,,,,
2291,144.0,1976,-0.117,,,,,,,
2292,144.0,1977,0.038,,,,,,,
2293,144.0,1978,0.091,,,,,,,
2294,144.0,1979,0.327,,,,,,,
2295,144.0,1980,0.419,1.0,,,,,1.0,
2296,144.0,1981,0.151,1.0,,1.0,,,2.0,
2297,144.0,1982,0.137,1.0,,2.0,,,3.0,
2298,144.0,1983,0.637,,,1.0,,,1.0,
2299,144.0,1984,-0.02,,,4.0,,,4.0,
2300,144.0,1985,0.077,,,,,1.0,1.0,
2301,144.0,1986,0.158,,,1.0,,,1.0,
2302,144.0,1987,0.685,1.0,,,,,1.0,
2303,144.0,1988,0.704,1.0,,,,,1.0,
2304,144.0,1989,0.219,,,1.0,,,1.0,
2305,144.0,1990,0.569,,,2.0,,,2.0,
2306,144.0,1991,0.516,,,1.0,,,1.0,
2307,144.0,1992,0.214,,,2.0,,,2.0,
2308,144.0,1993,0.217,,,2.0,1.0,,3.0,
2309,144.0,1994,0.305,,,3.0,,,3.0,
2310,144.0,1995,0.575,,,1.0,,,1.0,
2311,144.0,1996,0.402,,,1.0,,,1.0,
2312,144.0,1997,0.559,,,1.0,,,1.0,
2313,144.0,1998,1.187,,,2.0,,,2.0,
2314,144.0,1999,0.355,,,1.0,,,1.0,
2315,144.0,2000,0.462,,,2.0,,1.0,3.0,
2316,144.0,2001,0.698,1.0,,1.0,,,2.0,
2317,144.0,2002,0.852,,,1.0,,,1.0,
2318,144.0,2003,0.759,,,1.0,,,1.0,
2319,144.0,2004,0.673,,,1.0,,,1.0,
