ISO_Code,Year,Artificial_surfaces,Climate_Altering_Land_Cover_Index,Grassland,Herbaceous_crops,Inland_water_bodies,Mangroves,Permanent_snow_and_glaciers,Shrub_covered_areas,Shrubs_and_or_herbaceous_vegetation,Sparsely_natural_vegetated_areas,Terrestrial_barren_land,Total_Land_Cover,Tree_covered_areas,Woody_crops
4.0,1992,25.3207,98.592111874563,24035.385,5763.3488,261.2284,0.0,317.574,3350.5526,5.8206,4275.2553,24963.0009,,1263.7031,87.4339
4.0,1993,25.7741,98.6993192636727,24035.4149,5769.1948,261.2284,0.0,317.574,3350.5468,5.8206,4275.2243,24963.0009,,1263.788,81.1109
4.0,1994,26.1577,98.6767692599288,24035.4401,5767.4886,261.2284,0.0,317.574,3350.5359,5.8206,4275.2243,24963.0009,,1263.862,82.3606
4.0,1995,26.6867,98.8813615121543,24045.9587,5778.9638,228.3898,0.0,317.574,3312.1205,5.8438,4227.8536,25088.5751,,1241.1249,75.5124
4.0,1996,27.2273,99.0586123162926,24044.9846,5788.8312,207.9674,0.0,317.574,3306.6573,5.9213,4220.793,25108.3556,,1240.8172,79.4857
4.0,1997,27.9248,99.1714834241088,24053.619,5794.7645,189.5678,0.0,317.574,3291.027,6.0066,4217.003,25131.6873,,1240.3084,79.1738
4.0,1998,28.9886,99.3535809399885,24056.196,5804.3888,185.4756,0.0,317.574,3286.1783,6.0608,4202.0137,25139.2102,,1240.2216,82.3105
4.0,1999,29.721,99.8956634691626,24193.0273,5835.4893,156.2255,0.0,317.574,3254.1849,6.0686,4192.6434,25045.9935,,1241.4993,76.251
4.0,2000,30.7847,100.085910148905,24253.1341,5845.5927,150.2344,0.0,317.574,3210.8115,6.0763,4064.552,25188.5125,,1228.1143,53.2593
4.0,2001,33.1215,99.4828312782896,24308.3116,5807.8544,108.5681,0.0,317.574,3163.3889,6.5026,4034.3563,25318.6058,,1197.5272,52.9155
4.0,2002,36.2895,99.2976499177592,24390.1533,5793.8027,87.9132,0.0,317.574,3149.2463,6.9831,4037.1774,25287.7576,,1185.1118,56.5948
4.0,2003,38.1438,98.3720775963357,24463.6698,5737.6092,80.6898,0.0,317.574,3137.0386,6.9909,4027.1639,25264.3621,,1173.5311,101.8773
4.0,2004,39.0912,99.0098781764908,24589.0637,5774.105,68.6688,0.0,317.574,3129.1103,7.0606,4069.3107,25117.7296,,1166.7084,70.1817
4.0,2005,40.7363,99.4568730784819,24620.2911,5798.7085,68.7618,0.0,317.574,3127.0797,7.0606,4063.6374,25061.6451,,1165.1447,78.0095
4.0,2006,42.3813,99.3058019663022,24634.4792,5788.1942,68.9324,0.0,317.574,3123.4498,7.0606,4063.7614,25054.4621,,1162.2131,86.1471
4.0,2007,43.9275,99.4886384628835,24718.644,5797.3866,68.9324,0.0,317.574,3121.7858,7.0606,4064.0094,24962.2039,,1160.8874,86.2839
4.0,2008,45.34,99.7059139498756,24755.8129,5808.7238,63.4683,0.0,317.574,3121.5281,7.0606,4064.0249,24917.9679,,1160.6623,86.4527
4.0,2009,46.4328,99.9761306244638,24772.9812,5823.5028,63.6543,0.0,317.574,3123.685,7.0606,4067.2879,24876.0912,,1162.9858,87.431
4.0,2010,47.7814,100.100656129926,24771.2111,5829.459,63.7783,0.0,317.574,3122.7693,7.0606,4061.6533,24876.7889,,1162.2709,88.2685
4.0,2011,49.0835,100.128157221073,24798.4584,5829.7738,63.9333,0.0,317.574,3122.5228,7.0606,4065.699,24843.1649,,1162.3251,89.0442
4.0,2012,50.9262,100.217256271759,24799.2613,5833.1621,64.0728,0.0,317.574,3122.5062,7.0606,4065.1875,24837.1619,,1161.8675,89.8562
4.0,2013,54.3208,100.216880645274,24797.694,5829.7454,64.0728,0.0,317.574,3121.7323,7.0606,4064.459,24835.7069,,1162.6646,93.6054
4.0,2014,57.7679,100.058216507581,24762.1424,5816.9845,64.2821,0.0,317.574,3121.4142,7.0606,4072.2172,24859.7449,,1165.4203,104.0485
4.0,2015,60.715,100.0,24761.9005,5810.6204,64.2821,0.0,317.574,3121.3161,7.0606,4072.1396,24858.5829,,1165.9725,108.5048
4.0,2016,60.715,98.9383496718864,24769.7195,5748.2839,64.3053,0.0,317.574,3121.0324,7.0606,4092.0273,24865.9751,,1167.3222,134.615
4.0,2017,68.9052,98.4135006858427,24749.0732,5709.2877,64.3053,0.0,317.574,3120.6461,7.0606,4108.5589,24877.0596,,1169.7973,156.4696
4.0,2018,69.4807,98.2502924224588,24665.3565,5699.1196,64.3053,0.0,317.574,3120.412,7.0606,4199.2778,24876.8846,,1171.2106,157.9433
4.0,2019,73.4567,98.4912235827945,24677.6405,5709.2968,64.6076,0.0,317.574,3122.3345,7.0606,4229.923,24802.2614,,1181.8058,162.7457
4.0,2020,73.416,98.4784264852396,24681.8527,5708.6065,64.5999,0.0,317.5895,3122.6542,7.0374,4256.569,24770.0776,,1183.8043,162.7261
8.0,1992,12.8347,95.1926672267503,401.779,985.5961,55.6714,0.0,0.0,323.1101,6.5026,32.9781,52.0442,,786.8019,213.1479
8.0,1993,13.1254,95.1793193077841,401.8057,985.1654,55.6714,0.0,0.0,323.1039,6.5026,32.9781,51.8349,,786.8546,213.424
8.0,1994,13.4276,95.1919712281185,401.8274,984.9959,55.6714,0.0,0.0,323.0962,6.5026,32.9781,51.6644,,786.9151,213.3873
8.0,1995,13.7415,95.5462092576212,404.0708,988.3974,55.4621,0.0,0.0,324.5137,6.5026,32.7843,51.6101,,779.2592,214.1242
8.0,1996,13.9973,95.5024152205885,403.6139,987.6823,55.5241,0.0,0.0,324.1127,6.5026,32.6758,51.4784,,780.9096,213.9693
8.0,1997,14.2879,95.880990805153,403.2492,991.3624,55.9349,0.0,0.0,323.5511,6.5879,32.9781,51.2924,,781.9726,209.2495
8.0,1998,14.6774,95.8439250663058,403.0237,990.5841,56.7409,0.0,0.0,323.443,6.6499,32.9858,51.1606,,781.7529,209.4476
8.0,1999,15.0552,95.6429402046189,400.9865,988.0983,57.0354,0.0,0.0,321.7945,6.6654,33.2339,51.1064,,787.5684,208.922
8.0,2000,15.4679,94.9891433743883,395.9351,980.8282,57.0897,0.0,0.0,318.4087,6.6499,33.2029,50.9746,,806.5798,205.3291
8.0,2001,15.6656,94.8481732024108,394.5048,979.152,57.0897,0.0,0.0,317.085,6.6499,33.2494,50.9436,,811.1479,204.9782
8.0,2002,15.8341,94.8638793799296,394.4521,979.1482,57.0354,0.0,0.0,317.047,6.6499,33.3346,50.9668,,811.0205,204.9774
8.0,2003,16.0201,94.7091769991115,393.2392,977.3396,57.0354,0.0,0.0,315.767,6.6034,33.3424,50.9048,,815.6153,204.5988
8.0,2004,16.2178,94.4395618602652,391.2023,974.314,57.0819,0.0,0.0,313.9778,6.5569,33.6446,50.8893,,822.6159,203.9654
8.0,2005,16.4677,93.2163585235905,391.0001,961.2345,57.0819,0.0,0.0,313.6879,6.5569,33.6136,50.7421,,823.8928,216.1884
8.0,2006,16.7467,94.3712205127775,389.97,973.0683,57.0819,0.0,0.0,312.8366,6.5336,33.4741,50.6801,,828.4628,201.6118
8.0,2007,17.0025,94.3475374900153,390.1386,972.5641,57.1362,0.0,0.0,313.2093,6.5336,33.5439,50.5406,,827.8807,201.9164
8.0,2008,17.2583,99.135003696097,388.6629,1022.5218,57.0664,0.0,0.0,312.9226,6.5181,33.2804,50.4088,,835.9916,145.8351
8.0,2009,17.485,98.9595773514791,388.2831,1020.4551,57.0897,0.0,0.0,312.7997,6.5104,33.3501,50.4863,,838.2272,145.7793
8.0,2010,17.7524,101.652932520084,388.6505,1048.4371,57.1982,0.0,0.0,313.393,6.5104,33.3889,50.4321,,837.4661,117.2374
8.0,2011,18.0198,101.063978205496,389.6751,1041.9924,57.2214,0.0,0.0,314.4502,6.5104,33.4044,50.4088,,834.8166,123.9669
8.0,2012,18.4615,100.595075346441,390.2363,1036.6326,57.2214,0.0,0.0,314.8323,6.5104,33.4044,50.3081,,834.0962,128.7628
8.0,2013,19.4497,100.254646207436,390.4079,1032.0738,57.3067,0.0,0.0,315.0024,6.5026,33.4664,49.967,,833.8308,132.4587
8.0,2014,20.4146,100.081399753483,390.8288,1029.2918,57.392,0.0,0.0,316.1258,6.5181,33.4509,49.7733,,832.2408,134.4299
8.0,2015,21.2808,100.0,390.7881,1027.5718,57.3842,0.0,0.0,316.101,6.5181,33.4431,49.6803,,832.3818,135.3167
8.0,2016,21.2808,99.1645060516606,387.4418,1018.8087,57.6942,0.0,0.0,314.275,6.5491,33.4121,49.4323,,844.9205,136.6514
8.0,2017,21.926,98.7078954531214,387.1663,1013.3744,57.8415,0.0,0.0,314.4111,6.5104,33.3191,48.727,,846.5969,140.5934
8.0,2018,22.7863,97.6859604194067,385.7743,1001.7954,57.8957,0.0,0.0,314.3552,6.4871,32.9936,47.7194,,861.9439,138.7149
8.0,2019,22.8212,97.0291277432282,385.3748,994.8714,57.9422,0.0,0.0,314.4231,6.4794,32.8773,47.6342,,867.7819,140.2606
8.0,2020,22.7572,96.8420169997519,384.275,992.822,57.5315,0.0,0.0,313.9825,6.4096,32.7223,47.5877,,871.9803,139.9716
12.0,1992,79.5543,94.0617940661622,826.8933,8368.5827,165.5338,0.0,0.0,2063.3959,2.0849,9113.0835,208988.9287,,1534.518,588.7445
12.0,1993,82.3561,94.0681259875866,827.1735,8366.351,165.495,0.0,0.0,2063.2913,2.0849,9112.9052,208986.9287,,1535.0295,589.7428
12.0,1994,85.6171,94.0661606522842,827.4731,8362.9211,165.4873,0.0,0.0,2063.1626,2.0849,9112.6029,208984.9287,,1535.61,591.6792
12.0,1995,88.5758,94.4371703455779,826.7472,8393.2823,163.4101,0.0,0.0,2061.5017,2.0694,9078.6173,209024.2542,,1523.7456,569.301
12.0,1996,91.6799,94.4002338844243,827.1867,8386.8483,162.2011,0.0,0.0,2061.4374,2.0616,9071.8202,209026.3395,,1522.84,578.7494
12.0,1997,95.0571,94.6654254797522,827.6645,8407.3114,162.1081,0.0,0.0,2061.5412,2.0539,9065.8446,209029.479,,1521.3209,559.3884
12.0,1998,98.6843,94.669997589893,828.524,8404.079,161.8058,0.0,0.0,2062.0838,2.0539,9050.6227,209041.2385,,1519.4868,562.7585
12.0,1999,102.236,94.8485915250645,831.7637,8416.5644,159.3722,0.0,0.0,2065.9365,2.0461,8845.6393,209232.3992,,1505.9964,569.2945
12.0,2000,105.8109,94.7803653568634,835.3444,8406.8627,156.7138,0.0,0.0,2061.3188,2.0461,8830.6654,209242.6082,,1508.3789,581.524
12.0,2001,110.1472,94.3866895197243,836.7736,8367.1638,156.6673,0.0,0.0,2064.7305,2.0461,8618.9158,209433.0318,,1501.6902,639.9782
12.0,2002,115.6229,93.5509454567186,836.8015,8286.6245,154.9622,0.0,0.0,2065.0557,2.0461,8544.7132,209499.7212,,1501.972,723.5836
12.0,2003,121.0986,93.5736011347981,821.2123,8283.1992,154.7994,0.0,0.0,2061.3126,2.0461,8452.855,209518.2639,,1498.7691,817.9765
12.0,2004,125.4756,96.421723781651,815.9896,8534.6301,154.7917,0.0,0.0,2055.9338,2.0461,8248.7009,209377.1719,,1502.2781,914.628
12.0,2005,133.1195,96.5989962473369,809.2832,8542.9129,154.9002,0.0,0.0,2053.6067,2.0461,8223.1632,209339.0413,,1504.6525,969.0536
12.0,2006,138.8684,96.1430274261348,807.8823,8496.1938,154.6754,0.0,0.0,2053.1948,2.1159,8242.5315,209281.8725,,1521.2411,1032.7368
12.0,2007,144.2453,96.3609924237072,808.5019,8510.3878,153.6523,0.0,0.0,2052.4511,2.2011,8218.3502,209266.765,,1525.1954,1049.4132
12.0,2008,148.942,96.953299384749,802.6446,8558.9084,153.8073,0.0,0.0,2047.1487,2.2011,8189.3326,209217.9661,,1569.5805,1041.1491
12.0,2009,154.2317,99.3053905327421,814.0819,8764.8713,154.4661,0.0,0.0,2046.0842,2.2011,8138.9082,209018.2705,,1578.7741,1059.7856
12.0,2010,158.9691,99.9430595399826,817.2475,8817.4071,154.6366,0.0,0.0,2045.6901,2.2089,8219.6445,208865.474,,1582.0386,1068.3848
12.0,2011,163.7763,100.174403429117,818.7837,8833.3569,154.6754,0.0,0.0,2046.7112,2.2089,8188.4645,208855.9857,,1585.1023,1082.0921
12.0,2012,170.2925,100.698847738981,823.4316,8873.9739,154.3809,0.0,0.0,2049.6354,2.2089,8193.7736,208790.0409,,1581.8712,1092.3269
12.0,2013,180.7207,100.624562268915,824.4907,8856.845,153.5981,0.0,0.0,2049.1103,2.2089,8183.016,208786.5214,,1585.2484,1109.4391
12.0,2014,189.7771,100.345776038445,827.8931,8822.7766,154.2646,0.0,0.0,2051.0948,2.2089,8171.5143,208783.4517,,1583.3969,1145.5175
12.0,2015,195.2935,100.0,828.3462,8786.186,154.0089,0.0,0.0,2050.7282,2.2089,8171.026,208781.4517,,1584.3784,1177.7947
12.0,2016,195.7759,99.5583325834289,826.0706,8746.028,154.1096,0.0,0.0,2048.0477,2.2089,8206.0503,208758.708,,1597.1798,1197.0537
12.0,2017,207.5353,99.6792485260146,826.3617,8745.1267,154.1871,0.0,0.0,2046.3919,2.2089,8224.1398,208738.7005,,1601.1953,1185.3353
12.0,2018,213.0517,99.7364639445668,826.557,8744.7695,154.0476,0.0,0.0,2043.1956,2.2089,8424.3645,208536.0355,,1608.3071,1179.1732
12.0,2019,226.9792,99.7575727582534,827.0437,8732.742,154.0786,0.0,0.0,2035.461,2.2089,8462.5973,208482.5943,,1630.5606,1177.5514
12.0,2020,227.1245,99.7428361412582,827.1514,8731.2375,154.2414,0.0,0.0,2034.0946,2.2244,8500.4892,208443.5482,,1633.4356,1177.3485
16.0,1992,0.0058,48.7107364326728,1.4834,2.9153,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,4.8588
16.0,1993,0.0058,46.8683297758805,1.4834,2.8048,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,4.9692
16.0,1994,0.0058,45.217223960438,1.4834,2.7058,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,5.0683
16.0,1995,0.0058,43.9300960512273,1.4834,2.6286,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,5.1454
16.0,1996,0.0058,42.8276280784751,1.4834,2.5625,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,5.2116
16.0,1997,0.0058,41.7854107538227,1.4834,2.5,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,5.2741
16.0,1998,0.0058,41.2986926360726,1.4834,2.4708,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,5.3032
16.0,1999,0.0058,46.3328133847459,1.4834,2.7727,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,5.0014
16.0,2000,0.0058,56.4798412575615,1.4834,3.3812,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,4.3929
16.0,2001,0.0058,66.6969061345936,1.4834,3.9939,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,3.7802
16.0,2002,0.0058,76.9843916755603,1.4834,4.6108,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,3.1632
16.0,2003,0.0058,87.3432497331911,1.4834,5.232,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,2.542
16.0,2004,0.0058,88.1215592340075,1.4834,5.2787,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,2.4954
16.0,2005,0.0058,88.7706776947706,1.4834,5.3176,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,2.4564
16.0,2006,0.0058,89.607344252032,1.4834,5.3678,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,2.4063
16.0,2007,0.0058,90.3098319103522,1.4834,5.4099,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,2.3641
16.0,2008,0.0058,91.3587246531484,1.4834,5.4728,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,2.3012
16.0,2009,0.0058,92.4059498399146,1.4834,5.5356,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,2.2384
16.0,2010,0.0058,93.507738367811,1.4834,5.6017,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,2.1724
16.0,2011,0.0058,94.6671558164354,1.4834,5.6712,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,2.1028
16.0,2012,0.0058,95.8911419423693,1.4834,5.7446,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,2.0294
16.0,2013,0.0058,97.1834978655283,1.4834,5.8221,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,1.9519
16.0,2014,0.0058,98.550893810032,1.4834,5.9041,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,1.8699
16.0,2015,0.0058,100.0,1.4834,5.991,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,1.783
16.0,2016,0.0058,101.538648184652,1.4834,6.0833,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,1.6908
16.0,2017,0.0058,103.173359124867,1.4834,6.1813,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,1.5927
16.0,2018,0.0058,105.056029882604,1.4834,6.2942,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,1.4798
16.0,2019,0.0058,105.056029882604,1.4834,6.2942,1.3641,0.155,0.0,1.0544,0.0,0.0155,0.0,,8.2135,1.4798
16.0,2020,0.0,104.863703714759,1.5044,6.2958,1.3408,0.155,0.0,1.0769,0.0,0.0155,0.0,,8.2205,1.4802
20.0,1992,0.1744,85.040504050405,10.4611,0.298,0.0,0.0,0.0,0.8029,0.0,5.1618,2.3019,,28.2988,0.298
20.0,1993,0.1802,86.0846084608461,10.4619,0.298,0.0,0.0,0.0,0.8029,0.0,5.1618,2.3019,,28.2922,0.298
20.0,1994,0.1918,86.8408657556413,10.4627,0.2906,0.0,0.0,0.0,0.8029,0.0,5.1618,2.3019,,28.2945,0.2906
20.0,1995,0.1918,87.9931674760557,11.4311,0.297,0.0,0.0,0.0,0.7967,0.0,5.278,2.3251,,27.18,0.297
20.0,1996,0.1976,89.0370899725128,11.5636,0.297,0.0,0.0,0.0,0.8053,0.0,5.2703,2.3251,,27.0409,0.297
20.0,1997,0.1976,89.739161648398,11.6129,0.3009,0.0,0.0,0.0,0.8076,0.0,5.2935,2.3251,,26.9583,0.3009
20.0,1998,0.2267,95.679768136657,11.8124,0.3048,0.0,0.0,0.0,0.8184,0.0,5.3478,2.3251,,26.6568,0.3048
20.0,1999,0.2325,79.4597797499691,11.9601,0.2089,0.0,0.0,0.0,0.8088,0.0,5.3478,2.3561,,26.6739,0.2089
20.0,2000,0.2325,79.4597797499691,11.9601,0.2089,0.0,0.0,0.0,0.8088,0.0,5.3478,2.3561,,26.6739,0.2089
20.0,2001,0.2325,79.4597797499691,11.9601,0.2089,0.0,0.0,0.0,0.8088,0.0,5.3478,2.3561,,26.6739,0.2089
20.0,2002,0.2325,79.4597797499691,11.9601,0.2089,0.0,0.0,0.0,0.8088,0.0,5.3478,2.3561,,26.6739,0.2089
20.0,2003,0.2325,78.5778577857786,11.9543,0.204,0.0,0.0,0.0,0.8053,0.0,5.3478,2.3561,,26.6929,0.204
20.0,2004,0.2383,79.6221287805144,11.955,0.204,0.0,0.0,0.0,0.8053,0.0,5.3478,2.3561,,26.6863,0.204
20.0,2005,0.2383,79.6221287805144,11.955,0.204,0.0,0.0,0.0,0.8053,0.0,5.3478,2.3561,,26.6863,0.204
20.0,2006,0.2441,80.6662353754205,11.9558,0.204,0.0,0.0,0.0,0.8053,0.0,5.3478,2.3561,,26.6797,0.204
20.0,2007,0.2441,77.8759505097231,11.9345,0.1885,0.0,0.0,0.0,0.8014,0.0,5.3478,2.3561,,26.7359,0.1885
20.0,2008,0.2441,77.8759505097231,11.9345,0.1885,0.0,0.0,0.0,0.8014,0.0,5.3478,2.3561,,26.7359,0.1885
20.0,2009,0.2732,85.7065706570657,11.9097,0.2029,0.0,0.0,0.0,0.7859,0.0,5.309,2.3561,,26.7572,0.2029
20.0,2010,0.2732,85.7065706570657,11.9097,0.2029,0.0,0.0,0.0,0.7859,0.0,5.309,2.3561,,26.7572,0.2029
20.0,2011,0.2848,87.7945957953328,11.795,0.2029,0.0,0.0,0.0,0.7859,0.0,5.4176,2.3639,,26.744,0.2029
20.0,2012,0.2906,88.8386980213179,11.7958,0.2029,0.0,0.0,0.0,0.7859,0.0,5.4176,2.3639,,26.7374,0.2029
20.0,2013,0.3197,93.8971932885905,11.7977,0.2019,0.0,0.0,0.0,0.784,0.0,5.4176,2.3639,,26.7103,0.2019
20.0,2014,0.3313,95.8055805580558,11.7993,0.2009,0.0,0.0,0.0,0.7851,0.0,5.4098,2.3639,,26.7057,0.2009
20.0,2015,0.3546,100.0,11.8004,0.2009,0.0,0.0,0.0,0.782,0.0,5.4098,2.3639,,26.6844,0.2009
20.0,2016,0.3546,100.0,11.8837,0.2009,0.0,0.0,0.0,0.808,0.0,5.4098,2.3639,,26.5751,0.2009
20.0,2017,0.3546,100.000209219027,11.9399,0.2009,0.0,0.0,0.0,0.8401,0.0,5.4253,2.3639,,26.4712,0.2009
20.0,2018,0.3546,100.0,11.9535,0.2009,0.0,0.0,0.0,0.8413,0.0,5.4408,2.3639,,26.441,0.2009
20.0,2019,0.3546,100.0,11.9535,0.2009,0.0,0.0,0.0,0.8413,0.0,5.4408,2.3639,,26.441,0.2009
20.0,2020,0.3546,99.9173800345997,11.924,0.1972,0.0,0.0,0.0,0.8367,0.0,5.4408,2.3096,,26.2577,0.1972
24.0,1992,24.3209,85.7352995579515,17906.3393,4860.4753,224.4758,19.7481,0.0,23404.347,720.9066,47.3086,2666.4591,,74739.6576,810.0792
24.0,1993,24.7045,85.7408374862209,17906.1544,4860.4049,224.437,19.7171,0.0,23404.3083,720.9066,47.3086,2666.4591,,74739.5898,810.0675
24.0,1994,25.001,85.7456120864648,17906.0633,4860.3823,224.437,19.7171,0.0,23404.173,720.9066,47.3086,2666.4358,,74739.6173,810.0637
24.0,1995,25.4544,85.6823804591892,17892.3193,4856.322,225.1423,19.7016,0.0,23397.2008,719.7982,44.2395,2668.5982,,74765.833,809.387
24.0,1996,25.8148,85.7051922675943,17876.2627,4857.2663,227.7542,19.7171,0.0,23370.6515,718.5194,43.1932,2674.8528,,74800.5481,809.5444
24.0,1997,26.3321,86.1008154925904,17869.6958,4879.2863,228.2038,19.7171,0.0,23380.0069,717.8606,43.0614,2675.5658,,74771.0918,813.2144
24.0,1998,27.826,86.7066528379277,17894.7996,4912.3111,228.6688,19.9341,0.0,23418.1841,715.458,43.1002,2694.7404,,74650.3192,818.7185
24.0,1999,28.8897,90.5372483054448,17921.9432,5129.4946,226.4444,20.2829,0.0,23445.186,712.3501,48.7735,2708.8694,,74497.8424,683.9326
24.0,2000,30.2558,93.2019961153516,17857.9676,5279.9545,226.9327,20.3914,0.0,23464.7444,712.2261,49.3083,2783.0256,,74471.237,527.9954
24.0,2001,36.6615,92.8596143874197,17797.1033,5254.0402,226.5064,20.3991,0.0,23418.3076,712.6291,48.7115,2786.552,,74597.6932,525.404
24.0,2002,42.1837,94.2128459537987,17770.1131,5325.6215,225.8631,20.4999,0.0,23367.5742,712.8694,46.4948,2787.0093,,74627.6402,498.2033
24.0,2003,45.1482,94.9274851595711,17710.2365,5363.3702,225.5221,20.5464,0.0,23289.1683,712.8539,43.1234,2823.1651,,74719.5288,471.3265
24.0,2004,46.1713,94.7321119707837,17587.2901,5351.2178,224.0418,21.3989,0.0,23222.7372,714.5434,41.2013,2870.8922,,74874.2866,470.2585
24.0,2005,48.9265,94.68166459323,17569.1277,5345.5914,221.9182,21.3989,0.0,23113.4692,715.1635,37.8686,2874.4574,,75006.4246,469.7641
24.0,2006,50.9843,95.2767302972431,17554.5732,5377.4369,221.8717,21.4377,0.0,23082.4978,715.7525,36.9308,2879.286,,75010.7591,472.5626
24.0,2007,52.6119,96.0629471545805,17537.9214,5420.6016,221.7166,21.5307,0.0,23107.2868,717.5661,36.9386,2884.4788,,74961.034,462.3454
24.0,2008,54.3267,96.2680065914664,17506.4766,5430.5698,222.1197,21.6315,0.0,23088.5634,718.2637,36.7371,2892.0044,,74990.136,463.1957
24.0,2009,55.8322,98.0073729910334,17387.9666,5528.1647,221.9802,21.709,0.0,23007.1424,719.62,34.8614,2921.4793,,75124.466,400.7919
24.0,2010,57.39,98.5009218782889,17342.8811,5554.7282,219.5543,21.7322,0.0,23072.5534,723.2782,33.4819,2958.4489,,75047.0973,392.8954
24.0,2011,58.9595,99.4037877746449,17313.655,5604.6007,222.1352,21.7477,0.0,23067.687,722.6426,32.5053,2979.8246,,75054.4887,345.8158
24.0,2012,61.4009,99.5689957738336,17255.5012,5611.5642,222.4064,21.8097,0.0,23092.7895,722.7744,31.8853,3032.6515,,75024.8595,346.2454
24.0,2013,65.1792,99.8858081031535,17238.43,5625.8421,222.0189,21.8097,0.0,23114.2051,723.3479,32.3503,3049.3305,,74998.543,332.958
24.0,2014,68.5623,99.9875247470096,17230.5268,5628.2568,222.1972,21.8407,0.0,23133.6526,724.1385,32.3581,3048.9274,,74980.5077,333.1009
24.0,2015,69.7423,100.0,17230.2419,5627.7867,222.1817,21.8407,0.0,23133.4158,724.1385,32.3581,3048.7337,,74980.5371,333.0731
24.0,2016,81.0598,100.07753457031,17191.5992,5620.8862,222.2049,22.3212,0.0,22975.8192,724.9833,46.5336,3040.6887,,75159.541,338.4003
24.0,2017,88.4944,99.890054368077,17169.2669,5602.769,225.8476,22.5693,0.0,22936.1173,725.1615,46.6886,3037.7668,,75209.159,360.178
24.0,2018,95.1676,100.86437499134,17166.7856,5651.608,233.5128,22.6158,0.0,22951.4312,733.0902,47.5102,3036.5345,,75122.4451,363.3177
24.0,2019,99.1959,102.03506589108,17154.424,5714.2801,235.6209,22.6545,0.0,23042.176,744.0261,47.6109,3038.1388,,74958.5441,367.3466
24.0,2020,110.3797,102.782753295253,17130.0579,5745.6922,235.9154,22.639,0.0,23077.1513,747.9091,47.7582,3044.3159,,74892.752,369.3659
28.0,1992,0.5406,84.8314801091648,14.193,1.1942,6.8591,0.496,0.0,0.927,4.0922,0.0155,0.0,,17.4214,0.2985
28.0,1993,0.558,85.6823377030658,14.1798,1.1942,6.8591,0.496,0.0,0.927,4.0845,0.0155,0.0,,17.4249,0.2985
28.0,1994,0.5755,85.960880195599,14.1736,1.1824,6.8591,0.496,0.0,0.927,4.0845,0.0155,0.0,,17.4284,0.2956
28.0,1995,0.5871,85.9511002444988,14.1744,1.1706,6.8591,0.496,0.0,0.927,4.0845,0.0155,0.0,,17.4307,0.2927
28.0,1996,0.6162,87.3738933414691,14.1628,1.1706,6.8591,0.496,0.0,0.927,4.0845,0.0155,0.0,,17.4133,0.2927
28.0,1997,0.6336,88.0,14.1488,1.166,6.8591,0.496,0.0,0.9266,4.0845,0.0155,0.0,,17.416,0.2915
28.0,1998,0.6568,89.1346679403882,14.1209,1.166,6.8669,0.496,0.0,0.9266,4.0767,0.0155,0.0,,17.4206,0.2915
28.0,1999,0.6801,90.2738386308069,14.1008,1.166,6.8669,0.496,0.0,0.9266,4.0767,0.0155,0.0,,17.4175,0.2915
28.0,2000,0.6975,91.1246943765281,14.0953,1.166,6.8669,0.5038,0.0,0.9266,3.8907,0.0155,0.0,,17.5838,0.2915
28.0,2001,0.6975,87.4863625348234,14.0752,1.0916,6.8669,0.5038,0.0,0.9204,3.8907,0.0155,0.0,,17.7032,0.2729
